host_id,host_name,host_response_rate,host_is_superhost,host_total_listings_count,host_identity_verified,license,host_since,host_since_years_months
42767903,Shara,67%,TRUE,4,Unverified,Unlicensed,2015-08-28,"9 years, 2 months"
39275815,Sena,100%,TRUE,1,Verified,Unlicensed,2015-07-22,"9 years, 3 months"
210755291,Elizabete,,TRUE,1,Unverified,Unlicensed,2018-08-20,"6 years, 2 months"
287828338,Percival,90%,FALSE,1,Verified,Unlicensed,2019-08-21,"5 years, 2 months"
235763046,Yvonne,100%,TRUE,2,Unverified,Unlicensed,2019-01-10,"5 years, 9 months"
487465936,Mark,,FALSE,1,Verified,Unlicensed,2022-11-12,"1 years, 11 months"
201083646,Hilary,100%,FALSE,1,Verified,Unlicensed,2018-07-09,"6 years, 3 months"
14759766,Jerry,100%,TRUE,3,Verified,Unlicensed,2014-04-26,"10 years, 6 months"
188328775,Donna,,FALSE,3,Unverified,Unlicensed,2018-05-07,"6 years, 6 months"
160614820,Lucy,,FALSE,1,Unverified,Unlicensed,2017-11-29,"6 years, 11 months"
204036615,Jehan,100%,FALSE,1,Verified,Unlicensed,2018-07-21,"6 years, 3 months"
83377687,Fernando,,TRUE,1,Verified,Unlicensed,2016-07-12,"8 years, 3 months"
238391711,Harris,100%,TRUE,4,Verified,OSE-STRREG-0000172,2019-01-22,"5 years, 9 months"
25161307,Devi,63%,FALSE,4,Unverified,Unlicensed,2014-12-24,"9 years, 10 months"
8898944,Irina,100%,FALSE,1,Verified,Unlicensed,2013-09-17,"11 years, 1 months"
470064540,Jules Andre,90%,Not Available,3,Unverified,OSE-STRREG-0000325,2022-07-17,"2 years, 3 months"
322015097,Ossai,,TRUE,1,Verified,Unlicensed,2019-12-28,"4 years, 10 months"
135744505,Alan,100%,FALSE,1,Verified,Unlicensed,2017-06-18,"7 years, 4 months"
450072305,Aeon,,FALSE,2,Unverified,Unlicensed,2022-03-17,"2 years, 7 months"
551867842,C,100%,FALSE,1,Unverified,Unlicensed,2023-12-20,"0 years, 10 months"
246197981,Felicia,,FALSE,2,Verified,Unlicensed,2019-03-01,"5 years, 8 months"
214020928,Chris,100%,TRUE,2,Verified,Unlicensed,2018-09-06,"6 years, 2 months"
171446547,Xiomara,100%,FALSE,3,Verified,Unlicensed,2018-02-03,"6 years, 9 months"
538899413,Matthew,100%,TRUE,2,Verified,Exempt,2023-09-25,"1 years, 1 months"
484398197,Hjorth,100%,TRUE,1,Verified,Unlicensed,2022-10-20,"2 years, 0 months"
180928667,Sharon,100%,TRUE,3,Verified,Unlicensed,2018-03-27,"6 years, 7 months"
248665016,Daouda,,FALSE,2,Verified,Unlicensed,2019-03-13,"5 years, 7 months"
141384185,Ashmita,,FALSE,1,Verified,Unlicensed,2017-07-19,"7 years, 3 months"
551055,Alicia,100%,TRUE,4,Verified,Unlicensed,2011-05-02,"13 years, 6 months"
96335626,Josefina,,FALSE,1,Unverified,Unlicensed,2016-09-22,"8 years, 1 months"
172103271,Yali,100%,TRUE,5,Verified,OSE-STRREG-0000268,2018-02-07,"6 years, 9 months"
128565429,Marisela,100%,TRUE,5,Verified,Unlicensed,2017-05-02,"7 years, 6 months"
348032287,Annkellie,100%,FALSE,2,Verified,OSE-STRREG-0001681,2020-05-29,"4 years, 5 months"
10915812,Wyatt,,TRUE,1,Verified,Unlicensed,2013-12-30,"10 years, 10 months"
464658136,Yira,100%,TRUE,4,Unverified,Unlicensed,2022-06-17,"2 years, 4 months"
569595422,Jahasfa,100%,FALSE,1,Verified,OSE-STRREG-0001972,2024-03-29,"0 years, 7 months"
567187,Jane,0%,FALSE,3,Verified,Unlicensed,2011-05-08,"13 years, 6 months"
141754466,Liliya,100%,TRUE,2,Verified,OSE-STRREG-0000382,2017-07-21,"7 years, 3 months"
66915031,Sharon,100%,FALSE,1,Verified,OSE-STRREG-0000133,2016-04-12,"8 years, 6 months"
247280132,Lucia,,FALSE,4,Verified,Unlicensed,2019-03-06,"5 years, 8 months"
436997412,Luis,100%,FALSE,1,Verified,Unlicensed,2021-12-22,"2 years, 10 months"
820010,Luba,86%,FALSE,5,Verified,Unlicensed,2011-07-14,"13 years, 3 months"
496749638,Cj,100%,FALSE,3,Verified,Unlicensed,2023-01-18,"1 years, 9 months"
175289458,Roshan,76%,FALSE,1,Unverified,OSE-STRREG-0002232,2018-02-25,"6 years, 8 months"
223422291,Ulrich,,FALSE,1,Verified,Unlicensed,2018-10-30,"6 years, 0 months"
427878013,Jesus,80%,TRUE,3,Verified,Unlicensed,2021-10-18,"3 years, 0 months"
163389619,Lanee,,FALSE,1,Verified,Unlicensed,2017-12-20,"6 years, 10 months"
7003397,Neil,100%,TRUE,1,Verified,OSE-STRREG-0001299,2013-06-19,"11 years, 4 months"
370772965,Lloyd,,TRUE,1,Verified,Unlicensed,2020-10-05,"4 years, 1 months"
116768246,Sara,100%,TRUE,1,Verified,OSE-STRREG-0001253,2017-02-16,"7 years, 8 months"
2435523,Amy,100%,FALSE,1,Verified,Unlicensed,2012-05-22,"12 years, 5 months"
468769212,Zhijian,100%,TRUE,1,Verified,Unlicensed,2022-07-10,"2 years, 3 months"
371098672,Tayyab,,FALSE,6,Verified,Unlicensed,2020-10-07,"4 years, 0 months"
50549394,Susan,,FALSE,1,Verified,Unlicensed,2015-12-04,"8 years, 11 months"
464658136,Yira,100%,TRUE,4,Unverified,OSE-STRREG-0002296,2022-06-17,"2 years, 4 months"
197736479,Akem & Terry,100%,TRUE,1,Verified,Unlicensed,2018-06-24,"6 years, 4 months"
206504676,Shkumbim,,FALSE,2,Verified,Unlicensed,2018-07-31,"6 years, 3 months"
204346423,Yva,100%,FALSE,1,Unverified,Unlicensed,2018-07-22,"6 years, 3 months"
100051549,Alex,100%,TRUE,2,Verified,OSE-STRREG-0000590,2016-10-17,"8 years, 0 months"
5214644,Noelva,0%,FALSE,2,Verified,Unlicensed,2013-02-24,"11 years, 8 months"
411335004,Seon,50%,FALSE,3,Verified,Unlicensed,2021-07-06,"3 years, 4 months"
2849386,Kevin,80%,FALSE,2,Verified,Unlicensed,2012-07-06,"12 years, 4 months"
218913874,Urvashi,100%,TRUE,2,Verified,Unlicensed,2018-10-05,"6 years, 1 months"
79651295,Minee,100%,FALSE,9,Verified,Unlicensed,2016-06-24,"8 years, 4 months"
107712101,Neil,100%,TRUE,3,Verified,Unlicensed,2016-12-18,"7 years, 10 months"
7755411,Nilita,100%,TRUE,3,Verified,Unlicensed,2013-07-27,"11 years, 3 months"
10008086,Brandon,100%,FALSE,5,Verified,Unlicensed,2013-11-14,"10 years, 11 months"
30801515,Chana,100%,TRUE,2,Verified,OSE-STRREG-0002012,2015-04-07,"9 years, 7 months"
112494186,Busra,100%,FALSE,2,Verified,Unlicensed,2017-01-21,"7 years, 9 months"
244340,Nathaniel,0%,FALSE,3,Verified,Unlicensed,2010-09-24,"14 years, 1 months"
28223424,Wayne,100%,TRUE,3,Verified,Unlicensed,2015-02-23,"9 years, 8 months"
201447930,Alfredo Esteban,,FALSE,3,Verified,Unlicensed,2018-07-11,"6 years, 3 months"
7114486,Sara,100%,FALSE,4,Verified,Unlicensed,2013-06-25,"11 years, 4 months"
470366840,Colin,100%,Not Available,7,Verified,OSE-STRREG-0000562,2022-07-19,"2 years, 3 months"
83915742,Laura,0%,FALSE,1,Unverified,Unlicensed,2016-07-15,"8 years, 3 months"
428093769,Lisa,100%,FALSE,3,Verified,Unlicensed,2021-10-19,"3 years, 0 months"
34643922,Ignacia,100%,FALSE,1,Unverified,Unlicensed,2015-05-31,"9 years, 5 months"
390939824,Adenomo,100%,FALSE,1,Verified,OSE-STRREG-0002121,2021-03-03,"3 years, 8 months"
544325464,Daisy,100%,FALSE,2,Verified,OSE-Strreg-0001440,2023-10-31,"1 years, 0 months"
114894062,Andreea,67%,FALSE,6,Verified,Unlicensed,2017-02-04,"7 years, 9 months"
45559736,Mamadou,100%,TRUE,4,Verified,Unlicensed,2015-10-01,"9 years, 1 months"
530876537,Lidia,100%,FALSE,2,Verified,Unlicensed,2023-08-09,"1 years, 2 months"
455703943,Anil,93%,TRUE,1,Verified,OSE-STRREG-0001789,2022-04-23,"2 years, 6 months"
7038270,Jessica,,FALSE,1,Verified,Unlicensed,2013-06-21,"11 years, 4 months"
112843970,Rhonda,100%,FALSE,8,Verified,Unlicensed,2017-01-23,"7 years, 9 months"
79021568,M.,100%,FALSE,1,Unverified,Unlicensed,2016-06-21,"8 years, 4 months"
467168751,Diane,100%,TRUE,2,Verified,Unlicensed,2022-07-01,"2 years, 4 months"
709334,Julie,50%,FALSE,4,Unverified,Unlicensed,2011-06-16,"13 years, 4 months"
75218527,Jonah,,FALSE,1,Verified,Unlicensed,2016-06-01,"8 years, 5 months"
5647813,Atlanta,100%,FALSE,2,Verified,Unlicensed,2013-03-27,"11 years, 7 months"
422064086,Stacey,100%,TRUE,2,Unverified,Unlicensed,2021-09-07,"3 years, 1 months"
151939707,Jason,100%,TRUE,1,Verified,Unlicensed,2017-09-24,"7 years, 1 months"
10061009,Minetta,100%,TRUE,5,Verified,Unlicensed,2013-11-16,"10 years, 11 months"
419542964,Ken,100%,TRUE,2,Verified,OSE-STRREG-0001832,2021-08-21,"3 years, 2 months"
136300414,Gonzalo,,FALSE,1,Verified,Unlicensed,2017-06-21,"7 years, 4 months"
533521844,Shai,100%,FALSE,1,Verified,Unlicensed,2023-08-23,"1 years, 2 months"
443959268,Leila,,FALSE,1,Verified,Unlicensed,2022-02-07,"2 years, 9 months"
538591650,LuxuryStaysNYC,100%,TRUE,7,Verified,OSE-STRREG-0001306,2023-09-23,"1 years, 1 months"
779474,Clint,100%,FALSE,3,Verified,Unlicensed,2011-07-05,"13 years, 4 months"
121083075,Sampson,,FALSE,1,Verified,Unlicensed,2017-03-16,"7 years, 7 months"
483722150,Nova,100%,TRUE,1,Verified,OSE-STRREG-0001553,2022-10-15,"2 years, 0 months"
460207014,Daniela,0%,FALSE,1,Verified,Unlicensed,2022-05-21,"2 years, 5 months"
3081994,Lauren,100%,FALSE,5,Verified,Unlicensed,2012-07-28,"12 years, 3 months"
975030,Helena,67%,FALSE,4,Verified,Unlicensed,2011-08-15,"13 years, 2 months"
252866861,Urban,93%,TRUE,35,Verified,Unlicensed,2019-04-02,"5 years, 7 months"
578610241,Tahir,100%,FALSE,2,Verified,Unlicensed,2024-05-20,"0 years, 5 months"
31876150,Rose-Marie,50%,FALSE,1,Verified,Unlicensed,2015-04-24,"9 years, 6 months"
14510607,Gregory,100%,TRUE,2,Verified,Unlicensed,2014-04-20,"10 years, 6 months"
19066350,Eric,100%,TRUE,21,Verified,Unlicensed,2014-07-28,"10 years, 3 months"
370668297,Temitope,100%,FALSE,1,Verified,Unlicensed,2020-10-05,"4 years, 1 months"
10291534,Cat,100%,TRUE,2,Verified,Unlicensed,2013-11-27,"10 years, 11 months"
5917464,Greg And Adriane,100%,TRUE,1,Verified,OSE-STRREG-0000077,2013-04-14,"11 years, 6 months"
467169085,Atieh,100%,TRUE,1,Verified,Unlicensed,2022-07-01,"2 years, 4 months"
203068035,Nicole,80%,Not Available,5,Verified,Unlicensed,2018-07-17,"6 years, 3 months"
9795466,Jerrod,100%,FALSE,6,Verified,Unlicensed,2013-11-03,"11 years, 0 months"
6415953,Oliver,0%,FALSE,1,Verified,Unlicensed,2013-05-16,"11 years, 5 months"
6437545,Sergei,100%,FALSE,1,Verified,OSE-STRREG-0000099,2013-05-17,"11 years, 5 months"
564390984,Ebrahim,100%,FALSE,1,Verified,Exempt,2024-02-28,"0 years, 8 months"
7001027,Marco,,FALSE,2,Verified,Unlicensed,2013-06-19,"11 years, 4 months"
364495516,Edward,100%,FALSE,4,Verified,Unlicensed,2020-08-26,"4 years, 2 months"
2432237,Andrea,100%,TRUE,2,Verified,Unlicensed,2012-05-21,"12 years, 5 months"
7378,Rebecca,100%,FALSE,5,Verified,Unlicensed,2009-02-03,"15 years, 9 months"
148261815,Dike,,FALSE,1,Unverified,Unlicensed,2017-08-29,"7 years, 2 months"
3274316,Clotaire,100%,FALSE,6,Verified,Unlicensed,2012-08-15,"12 years, 2 months"
125015136,Max,,FALSE,1,Verified,Unlicensed,2017-04-09,"7 years, 7 months"
140348326,Sanja,,TRUE,7,Verified,Unlicensed,2017-07-14,"7 years, 3 months"
21733475,Dani,80%,FALSE,2,Verified,Unlicensed,2014-09-24,"10 years, 1 months"
226201658,Vanessa,100%,FALSE,4,Verified,Unlicensed,2018-11-17,"5 years, 11 months"
7388499,Julia,100%,FALSE,2,Unverified,Unlicensed,2013-07-09,"11 years, 4 months"
537469023,Hugo,100%,TRUE,5,Verified,Exempt,2023-09-16,"1 years, 1 months"
487803588,Alessandro,94%,FALSE,13,Verified,Unlicensed,2022-11-15,"1 years, 11 months"
45315631,Ray,100%,TRUE,2,Verified,Exempt,2015-09-28,"9 years, 1 months"
130929164,Laura,100%,TRUE,2,Verified,OSE-STRREG-0001359,2017-05-18,"7 years, 5 months"
14296610,Danielle,100%,TRUE,3,Verified,Unlicensed,2014-04-14,"10 years, 6 months"
5732940,Andrea,,FALSE,1,Verified,Unlicensed,2013-04-02,"11 years, 7 months"
13643709,Celina,100%,TRUE,1,Verified,OSE-STRREG-0000743,2014-03-28,"10 years, 7 months"
197826997,Kiyeon,100%,TRUE,1,Verified,OSE-STRREG-0002193,2018-06-25,"6 years, 4 months"
535531720,Malta,100%,FALSE,2,Verified,Unlicensed,2023-09-04,"1 years, 2 months"
135731332,Sky,17%,FALSE,1,Verified,Unlicensed,2017-06-18,"7 years, 4 months"
2530122,Chia,100%,TRUE,3,Verified,OSE-STRREG-0001460,2012-06-02,"12 years, 5 months"
385647750,Louise,100%,FALSE,2,Verified,Unlicensed,2021-01-22,"3 years, 9 months"
440148941,Anna,77%,TRUE,7,Verified,Unlicensed,2022-01-12,"2 years, 9 months"
27375469,Michael,100%,TRUE,2,Verified,Unlicensed,2015-02-07,"9 years, 9 months"
43108922,Robbin,,TRUE,2,Verified,Unlicensed,2015-09-01,"9 years, 2 months"
1637060,Caio,100%,TRUE,4,Verified,OSE-STRREG-0000515,2012-01-22,"12 years, 9 months"
1632149,Michael,100%,TRUE,1,Verified,Unlicensed,2012-01-20,"12 years, 9 months"
568439622,LuxQuarters,100%,TRUE,4,Verified,OSE-STRREG-1093336,2024-03-22,"0 years, 7 months"
7955289,Sercan,82%,FALSE,3,Verified,Unlicensed,2013-08-05,"11 years, 3 months"
7114926,Danny,100%,FALSE,1,Verified,Unlicensed,2013-06-25,"11 years, 4 months"
383344457,Raych,100%,TRUE,2,Verified,Unlicensed,2021-01-06,"3 years, 10 months"
125076766,Temple,,FALSE,1,Verified,Unlicensed,2017-04-09,"7 years, 7 months"
7265110,Charles,100%,TRUE,2,Verified,Unlicensed,2013-07-03,"11 years, 4 months"
547981248,Jingsi,80%,FALSE,1,Verified,Unlicensed,2023-11-24,"0 years, 11 months"
441785236,Yongsoo,100%,TRUE,2,Verified,OSE-STRREG-0001185,2022-01-23,"2 years, 9 months"
445492801,Nicole,100%,FALSE,8,Verified,OSE-STRREG-0002000,2022-02-17,"2 years, 8 months"
3084731,Cristine,100%,FALSE,1,Verified,Unlicensed,2012-07-28,"12 years, 3 months"
452459370,Lee,,FALSE,2,Verified,Unlicensed,2022-04-02,"2 years, 7 months"
62587696,Andrew,100%,TRUE,2,Verified,OSE-STRREG-0000169,2016-03-11,"8 years, 7 months"
2971300,Priya,100%,TRUE,1,Verified,Unlicensed,2012-07-17,"12 years, 3 months"
46719,Holly,100%,FALSE,4,Verified,Unlicensed,2009-10-18,"15 years, 0 months"
21816318,Nadia,,FALSE,6,Verified,Unlicensed,2014-09-26,"10 years, 1 months"
388246697,Chad,,FALSE,2,Verified,Unlicensed,2021-02-12,"3 years, 8 months"
12869191,Christopher,100%,FALSE,1,Verified,OSE-STRREG-0000412,2014-03-06,"10 years, 8 months"
294733575,Sherry,100%,FALSE,4,Verified,Unlicensed,2019-09-13,"5 years, 1 months"
308917048,Victor,100%,TRUE,3,Verified,OSE-STRREG-0000828,2019-11-12,"4 years, 11 months"
76940812,Cesar,90%,FALSE,2,Verified,OSE-STRREG-0000462,2016-06-10,"8 years, 4 months"
445415288,Tiffany,100%,FALSE,5,Verified,Unlicensed,2022-02-16,"2 years, 8 months"
18922831,Bert,100%,FALSE,4,Verified,Unlicensed,2014-07-26,"10 years, 3 months"
16139880,Ksenia,100%,TRUE,10,Verified,OSE-STRREG-0000360,2014-05-29,"10 years, 5 months"
25222059,Walter,100%,FALSE,1,Verified,Unlicensed,2014-12-26,"9 years, 10 months"
334300819,Michele,90%,FALSE,2,Verified,Unlicensed,2020-02-07,"4 years, 9 months"
18057505,Michael,100%,TRUE,9,Verified,Unlicensed,2014-07-13,"10 years, 3 months"
192353876,Tonya,100%,TRUE,2,Verified,OSE-STRREG-0000707,2018-05-29,"6 years, 5 months"
65968828,Tracey,,FALSE,1,Verified,Unlicensed,2016-04-05,"8 years, 7 months"
140138765,Abraham,,FALSE,1,Verified,Unlicensed,2017-07-12,"7 years, 3 months"
65357,Seema,100%,FALSE,1,Verified,Unlicensed,2009-12-23,"14 years, 10 months"
215259804,Edenhurst,100%,FALSE,2,Verified,Unlicensed,2018-09-13,"6 years, 1 months"
170660006,Constanza,,FALSE,1,Unverified,Unlicensed,2018-01-29,"6 years, 9 months"
114008316,Artemisia,100%,FALSE,6,Verified,Unlicensed,2017-01-30,"7 years, 9 months"
272591633,Jennifer,,FALSE,3,Unverified,Unlicensed,2019-06-30,"5 years, 4 months"
874471,Alan,75%,TRUE,1,Verified,Unlicensed,2011-07-26,"13 years, 3 months"
375040445,James,100%,FALSE,2,Unverified,Unlicensed,2020-11-09,"3 years, 12 months"
2033628,Sai,,FALSE,1,Verified,Unlicensed,2012-03-29,"12 years, 7 months"
545634534,Israel,100%,FALSE,3,Verified,Exempt,2023-11-08,"0 years, 12 months"
12608261,Jimmie,100%,FALSE,1,Unverified,Unlicensed,2014-02-26,"10 years, 8 months"
556435992,Kweson,94%,TRUE,4,Verified,OSE-STRREG-3039144,2024-01-14,"0 years, 9 months"
578708158,Javier,100%,FALSE,2,Verified,OSE-STRREG-0002171,2024-05-20,"0 years, 5 months"
184902640,Michelle,100%,TRUE,1,Verified,OSE-STRREG-0001474,2018-04-17,"6 years, 6 months"
229901581,Sami,100%,TRUE,4,Verified,Exempt,2018-12-09,"5 years, 11 months"
406393070,Stay Exclusive Properties,100%,TRUE,16,Verified,Unlicensed,2021-06-10,"3 years, 4 months"
6444696,Sy,100%,FALSE,2,Verified,Unlicensed,2013-05-17,"11 years, 5 months"
7728754,Malika,100%,FALSE,9,Verified,Unlicensed,2013-07-25,"11 years, 3 months"
45023465,Nancy,,FALSE,3,Unverified,Unlicensed,2015-09-24,"9 years, 1 months"
8309054,Kenza,100%,FALSE,1,Verified,Unlicensed,2013-08-21,"11 years, 2 months"
471243431,Beatriz,100%,TRUE,2,Verified,Unlicensed,2022-07-24,"2 years, 3 months"
159541257,Josephine,,FALSE,4,Verified,Unlicensed,2017-11-21,"6 years, 11 months"
34512551,Joseph,100%,FALSE,3,Verified,Unlicensed,2015-05-29,"9 years, 5 months"
459079249,Patricia,100%,TRUE,2,Unverified,Exempt,2022-05-14,"2 years, 5 months"
44924968,Stephan,,FALSE,1,Verified,Unlicensed,2015-09-23,"9 years, 1 months"
9795466,Jerrod,100%,FALSE,6,Verified,OSE-STRREG-0000555,2013-11-03,"11 years, 0 months"
12027613,Jordan,100%,TRUE,2,Verified,OSE-STRREG-0000463,2014-02-07,"10 years, 9 months"
50921963,Ali,,FALSE,3,Verified,Unlicensed,2015-12-09,"8 years, 11 months"
39808438,Easton,100%,TRUE,14,Verified,Unlicensed,2015-07-28,"9 years, 3 months"
2206491,Paola,100%,FALSE,4,Verified,Unlicensed,2012-04-23,"12 years, 6 months"
72383004,Chris,100%,FALSE,2,Verified,Unlicensed,2016-05-16,"8 years, 5 months"
154032932,Conor,,FALSE,2,Verified,Unlicensed,2017-10-10,"7 years, 0 months"
458783676,Yaniv,100%,TRUE,1,Verified,OSE-STRREG-0000914,2022-05-12,"2 years, 5 months"
377647905,Emmory,100%,TRUE,8,Verified,Unlicensed,2020-11-30,"3 years, 11 months"
4322464,Julien,,FALSE,3,Verified,Unlicensed,2012-12-04,"11 years, 11 months"
590092135,Divorah Leah,100%,FALSE,1,Verified,OSE-STRREG-0002428,2024-07-15,"0 years, 3 months"
448129815,Perry,67%,TRUE,3,Unverified,Unlicensed,2022-03-05,"2 years, 8 months"
6602545,Eleni,100%,FALSE,2,Unverified,Unlicensed,2013-05-27,"11 years, 5 months"
18057505,Michael,100%,TRUE,9,Verified,OSE-STRREG-0001519,2014-07-13,"10 years, 3 months"
135320687,Ladi,100%,FALSE,2,Unverified,Unlicensed,2017-06-16,"7 years, 4 months"
175782909,Helia,,FALSE,1,Verified,Unlicensed,2018-02-28,"6 years, 8 months"
30347639,Derek,50%,FALSE,1,Verified,Unlicensed,2015-03-31,"9 years, 7 months"
350542140,Victor,100%,TRUE,2,Unverified,Unlicensed,2020-06-17,"4 years, 4 months"
253814755,Blaise,100%,FALSE,2,Verified,Unlicensed,2019-04-07,"5 years, 7 months"
240048,Katherine,100%,TRUE,3,Verified,Unlicensed,2010-09-20,"14 years, 1 months"
452562548,James,,FALSE,1,Unverified,Unlicensed,2022-04-03,"2 years, 7 months"
150670215,Sam,,FALSE,1,Verified,Unlicensed,2017-09-15,"7 years, 1 months"
10594253,Jenny,,FALSE,1,Unverified,Unlicensed,2013-12-12,"10 years, 10 months"
467284117,Apisit,100%,TRUE,5,Verified,Unlicensed,2022-07-02,"2 years, 4 months"
1971142,David,100%,TRUE,3,Verified,OSE-STRREG-0000747,2012-03-19,"12 years, 7 months"
9440328,Laura,100%,FALSE,1,Verified,Unlicensed,2013-10-15,"11 years, 0 months"
36052067,Alex And Yoly,,TRUE,1,Verified,Unlicensed,2015-06-17,"9 years, 4 months"
300293489,Raquel,100%,FALSE,2,Verified,Unlicensed,2019-10-05,"5 years, 1 months"
92523072,Bill And Lori,100%,TRUE,1,Verified,Unlicensed,2016-08-29,"8 years, 2 months"
10457300,Andre,100%,FALSE,2,Verified,Unlicensed,2013-12-05,"10 years, 11 months"
10015683,George,,TRUE,1,Verified,Unlicensed,2013-11-14,"10 years, 11 months"
2351242,Natalie,,FALSE,1,Verified,Unlicensed,2012-05-12,"12 years, 5 months"
94559311,Raju,100%,FALSE,2,Verified,OSE-STRREG-0002212,2016-09-10,"8 years, 1 months"
216734225,Erica,100%,TRUE,1,Verified,OSE-STRREG-0000298,2018-09-22,"6 years, 1 months"
16139834,Aaron,100%,FALSE,1,Unverified,OSE-STRREG-0002452,2014-05-29,"10 years, 5 months"
63546907,Renee,100%,TRUE,2,Verified,Unlicensed,2016-03-18,"8 years, 7 months"
61707529,Priyanka,,FALSE,1,Verified,Unlicensed,2016-03-05,"8 years, 8 months"
430510722,Matthew,100%,TRUE,1,Verified,Unlicensed,2021-11-05,"2 years, 12 months"
2034271,Ebe,,FALSE,6,Verified,Unlicensed,2012-03-29,"12 years, 7 months"
481248312,Hurshum,100%,TRUE,1,Verified,Unlicensed,2022-09-27,"2 years, 1 months"
1879389,Christina,100%,TRUE,3,Verified,Unlicensed,2012-03-07,"12 years, 8 months"
61292168,Carol Ann,100%,TRUE,1,Verified,OSE-STRREG-0000142,2016-03-02,"8 years, 8 months"
56488633,Freeda,100%,FALSE,3,Verified,Unlicensed,2016-01-28,"8 years, 9 months"
191735386,Nicole,100%,TRUE,2,Unverified,Unlicensed,2018-05-26,"6 years, 5 months"
314025551,Madison,100%,FALSE,6,Verified,Exempt,2019-12-02,"4 years, 11 months"
76840954,Angelo,100%,FALSE,4,Verified,Unlicensed,2016-06-09,"8 years, 4 months"
555593,Adam,100%,FALSE,4,Verified,Unlicensed,2011-05-03,"13 years, 6 months"
179050360,Chad,,FALSE,1,Verified,OSE-STRREG-0001540,2018-03-17,"6 years, 7 months"
445492801,Nicole,100%,FALSE,8,Verified,OSE-STRREG-0001927,2022-02-17,"2 years, 8 months"
3413015,Alia,89%,FALSE,2,Verified,Unlicensed,2012-08-29,"12 years, 2 months"
252824941,Alex,100%,FALSE,4,Verified,Unlicensed,2019-04-02,"5 years, 7 months"
157397904,Kimbe,100%,FALSE,3,Verified,Unlicensed,2017-11-04,"7 years, 0 months"
9836692,Jessica,100%,TRUE,5,Verified,Unlicensed,2013-11-05,"11 years, 0 months"
164297725,Jose,100%,TRUE,2,Verified,Unlicensed,2017-12-26,"6 years, 10 months"
40703442,Graham,100%,TRUE,1,Unverified,OSE-STRREG-0002280,2015-08-06,"9 years, 3 months"
1234405,Bertie,100%,FALSE,1,Verified,Unlicensed,2011-10-01,"13 years, 1 months"
51913277,Andrada,100%,TRUE,8,Verified,Unlicensed,2015-12-21,"8 years, 10 months"
398018,Karina,100%,FALSE,2,Verified,Unlicensed,2011-02-18,"13 years, 8 months"
493093,Eyal,100%,TRUE,1,Verified,Unlicensed,2011-04-08,"13 years, 7 months"
1139574,Carmel,0%,FALSE,2,Verified,Unlicensed,2011-09-10,"13 years, 1 months"
72886186,Kirsten,100%,FALSE,1,Verified,Unlicensed,2016-05-19,"8 years, 5 months"
522803998,Laura,100%,FALSE,1,Unverified,Unlicensed,2023-06-29,"1 years, 4 months"
190149544,Khaled,,FALSE,1,Verified,Unlicensed,2018-05-17,"6 years, 5 months"
177233,Lisa,100%,FALSE,1,Verified,Unlicensed,2010-07-22,"14 years, 3 months"
222581357,Stella,100%,FALSE,6,Verified,Unlicensed,2018-10-25,"6 years, 0 months"
1029021,Jameelah,100%,FALSE,8,Verified,Unlicensed,2011-08-28,"13 years, 2 months"
18264329,Joaquin,100%,TRUE,1,Verified,OSE-STRREG-0000307,2014-07-17,"10 years, 3 months"
21091779,Caroline,83%,FALSE,9,Verified,Unlicensed,2014-09-08,"10 years, 1 months"
423062857,Craig,67%,FALSE,10,Unverified,Unlicensed,2021-09-14,"3 years, 1 months"
290845,Majsan,40%,FALSE,7,Verified,Unlicensed,2010-11-18,"13 years, 11 months"
10496,Cee,100%,TRUE,3,Unverified,Unlicensed,2009-03-17,"15 years, 7 months"
193963715,Steph,100%,TRUE,8,Verified,Unlicensed,2018-06-06,"6 years, 5 months"
588270,Dikla,100%,TRUE,4,Verified,Unlicensed,2011-05-14,"13 years, 5 months"
13456636,Cathy,100%,TRUE,1,Verified,Unlicensed,2014-03-23,"10 years, 7 months"
29628369,Nick,100%,FALSE,1,Verified,Unlicensed,2015-03-19,"9 years, 7 months"
47636207,Jovana,25%,FALSE,1,Verified,Unlicensed,2015-10-28,"9 years, 0 months"
398622781,Katelyn,100%,FALSE,5,Verified,Unlicensed,2021-04-25,"3 years, 6 months"
37553769,Inji,100%,FALSE,1,Verified,Unlicensed,2015-07-05,"9 years, 4 months"
32643095,Manuela,100%,TRUE,1,Verified,OSE-STRREG-0000715,2015-05-05,"9 years, 6 months"
456589439,House Lynk,0%,FALSE,4,Verified,Unlicensed,2022-04-29,"2 years, 6 months"
570583069,Pearl,,FALSE,3,Verified,Unlicensed,2024-04-04,"0 years, 7 months"
60293337,Melissa,100%,FALSE,2,Verified,Unlicensed,2016-02-24,"8 years, 8 months"
528259434,Magdalynn,50%,FALSE,2,Verified,Unlicensed,2023-07-27,"1 years, 3 months"
3559865,Sarah,100%,FALSE,4,Verified,OSE-STRREG-0002091,2012-09-13,"12 years, 1 months"
945837,John,,FALSE,1,Verified,Unlicensed,2011-08-09,"13 years, 3 months"
113723310,MyNyHousing,100%,FALSE,116,Verified,Unlicensed,2017-01-28,"7 years, 9 months"
13547493,Chuck,,FALSE,1,Verified,Unlicensed,2014-03-26,"10 years, 7 months"
